Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
2988,CSE4015 ,Human Computer Interaction,Dr. smt,4,3,3,3,5
2989,CSE3009 ,Internet of Things,Dr. kanya,3,1,2,4,3
2990,CSE3021 ,Social and Information Networks,Dr. mohar,1,3,4,5,5
2991,CSE3024 ,Web Mining,Dr. ruksana,4,2,1,2,2
2992,CSE3506,Essentials of Data Analytics,Dr. deepka,1,5,2,4,3
2993,CSE4003 ,Cyber Security,Dr. safiya,1,3,1,1,4
2994,CSE3029 ,Game Programming,Dr. reyaz,3,5,0,4,3
2995,CSE4003 ,Cyber Security,Dr. hasibullah,5,4,2,5,3
2996,CSE3501,Information Security Analysis and Audit,Dr. shahina,5,4,2,5,5
2997,CSE4001 ,Parallel and Distributed Computing,Dr. vikki,3,4,2,4,5
2998,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. arifa,5,5,2,3,5
2999,CSE4001 ,Parallel and Distributed Computing,Dr. hazu,4,2,1,2,2
3000,CSE2005 ,Operating Systems,Dr. rizwana,4,4,2,2,2
3001,CSE4022 ,Natural Language Processing,Dr. omprakesh,5,4,1,4,2
3002,CSE4014 ,High Performance Computing,Dr. armaan,4,4,2,2,2
3003,MAT1014,Discrete Mathematics and Graph Theory,Dr. rukhsna,4,3,1,2,4
3004,CSE4022 ,Natural Language Processing,Dr. amot,2,4,2,3,3
3005,CSE3013 ,Artificial Intelligence,Dr. musarrat,2,1,3,4,5
3006,MAT2002,Applications of Differential and Difference Equations,Dr. amzad,1,2,1,2,5
3007,CSE3021 ,Social and Information Networks,Dr. seti,5,4,1,2,2
3008,CSE1004 ,Network and Communication,Dr. poneem,4,2,2,5,2
3009,CSE2004 ,Database Management Systems,Dr. sawali,1,4,4,1,4
3010,CSE3006 ,Embedded System Design,Dr. aneeta,1,4,0,4,4
3011,CSE3006 ,Embedded System Design,Dr. manoish,2,2,1,1,2
3012,CSE2005 ,Operating Systems,Dr. indernath,2,3,0,5,2
3013,CSE2006 ,Microprocessor and Interfacing,Dr. kamlash,2,5,1,4,3
3014,CSE3501,Information Security Analysis and Audit,Dr. veenu,2,4,1,1,3
3015,ECE3501,IoT Fundamentals,Dr. shayra,3,1,2,1,3
3016,CSE3013 ,Artificial Intelligence,Dr. boduram,5,5,2,3,5
3017,MAT1014,Discrete Mathematics and Graph Theory,Dr. tavvasum,3,4,0,2,2
3018,CSE4015 ,Human Computer Interaction,Dr. rupanjali,3,1,2,5,4
3019,CSE3009 ,Internet of Things,Dr. aanya,5,1,1,2,2
3020,CSE1003 ,Digital Logic and Design,Dr. taitra,3,4,1,3,2
3021,CSE2023,Robotic Process Automation,Dr. mahraj,5,4,1,5,2
3022,EEE1001,Basic Electrical and Electronics Engineering,Dr. jayshing,2,4,1,5,2
3023,MAT1014,Discrete Mathematics and Graph Theory,Dr. rajend,4,3,1,5,2
3024,CSE4003 ,Cyber Security,Dr. mona,4,2,2,3,2
3025,MAT1014,Discrete Mathematics and Graph Theory,Dr. kasid,2,2,2,5,3
3026,CSE1004 ,Network and Communication,Dr. pritam,1,3,4,4,5
3027,CSE4004 ,Digital Forensics,Dr. sarabjit,1,4,4,2,4
3028,CSE3013 ,Artificial Intelligence,Dr. chanderkanta,1,2,1,4,2
3029,EEE1001,Basic Electrical and Electronics Engineering,Dr. subin,4,2,3,5,4
3030,CSE2012,Design and analysis of algorithms,Dr. shamsher,2,5,3,3,4
3031,CSE3009 ,Internet of Things,Dr. mohinuddin,2,5,5,3,4
3032,CSE2023,Robotic Process Automation,Dr. farjand,3,3,1,2,5
3033,CSE3502,Information Security Management,Dr. karandeep,1,2,2,3,3
3034,CSE4011 ,Virtualization,Dr. aanamika,5,3,3,4,4
3035,CSE3024 ,Web Mining,Dr. sanjey,5,1,1,3,2
3036,CSE2014,Compiler Design,Dr. afsari,4,3,1,1,3
3037,CSE4001 ,Parallel and Distributed Computing,Dr. wiresh,5,5,2,1,3
3038,CSE2014,Compiler Design,Dr. rosan,1,5,0,1,2
3039,CSE2001 ,Computer Architecture and Organization,Dr. sundar,4,1,3,4,3
3040,CSE4003 ,Cyber Security,Dr. shalig,3,4,1,5,5
3041,CSE2012,Design and analysis of algorithms,Dr. beragi,4,3,2,3,2
3042,CSE2023,Robotic Process Automation,Dr. noora,3,4,4,3,3
3043,CSE3011 ,Robotics and its Applications,Dr. tasveeran,3,3,4,2,5
3044,MAT3004 ,Applied Linear Algebra,Dr. selars,1,5,2,2,4
3045,CSE3029 ,Game Programming,Dr. saral,2,1,1,1,2
3046,CSE4020 ,Machine Learning,Dr. mum,1,4,1,4,3
3047,CSE3020 ,Data Visualization,Dr. jagir,5,2,2,5,2
3048,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. lali,4,4,3,4,2
3049,CSE4022 ,Natural Language Processing,Dr. anupama,1,4,1,2,3
3050,CSE1003 ,Digital Logic and Design,Dr. ramkali,1,5,2,4,4
3051,CSE3505,Foundations of Data Analytics,Dr. mandu,4,2,1,3,3
3052,CSE1007 ,Java Programming,Dr. mudssir,3,3,3,2,4
3053,CSE2012,Design and analysis of algorithms,Dr. jahid,5,2,1,1,2
3054,CSE2023,Robotic Process Automation,Dr. rajish,4,2,1,1,5
3055,MAT3004 ,Applied Linear Algebra,Dr. w/o,4,3,2,3,3
3056,CSE3506,Essentials of Data Analytics,Dr. mangi,2,4,1,1,2
3057,CSE3001 ,Software Engineering,Dr. amratalal,4,1,1,3,4
3058,CSE3013 ,Artificial Intelligence,Dr. durgashankar,2,2,2,1,4
3059,CSE2001 ,Computer Architecture and Organization,Dr. puja,5,3,5,4,5
3060,CSE1003 ,Digital Logic and Design,Dr. mithlesh,2,1,3,2,5
3061,CSE3502,Information Security Management,Dr. mandira,1,1,1,3,3
3062,ECE3501,IoT Fundamentals,Dr. bachcha,2,3,4,5,5
3063,CSE3002 ,Internet and Web Programming,Dr. najim,4,1,0,3,2
3064,CSE2023,Robotic Process Automation,Dr. manjusha,5,2,1,4,3
3065,CSE3006 ,Embedded System Design,Dr. sugna,2,3,3,2,2
3066,CSE4020 ,Machine Learning,Dr. pampa,4,5,0,2,4
3067,CSE2004 ,Database Management Systems,Dr. arif,3,5,2,3,5
3068,CSE4022 ,Natural Language Processing,Dr. one,4,2,1,3,2
3069,CSE3001 ,Software Engineering,Dr. grpreet,4,4,3,1,5
3070,CSE4001 ,Parallel and Distributed Computing,Dr. munajir,4,1,3,2,2
3071,CSE3024 ,Web Mining,Dr. panchoo,3,2,3,4,5
3072,MAT1014,Discrete Mathematics and Graph Theory,Dr. navleen,2,4,4,2,3
3073,MAT2002,Applications of Differential and Difference Equations,Dr. kmles,2,4,1,1,3
3074,CSE3001 ,Software Engineering,Dr. mamu,4,3,4,3,5
3075,CSE4019 ,Image Processing,Dr. tofik,5,2,1,2,3
3076,CSE3506,Essentials of Data Analytics,Dr. sokat,1,2,3,5,4
3077,CSE4015 ,Human Computer Interaction,Dr. prashant,3,4,1,1,3
3078,CSE3020 ,Data Visualization,Dr. norti,4,4,2,5,4
3079,CSE3021 ,Social and Information Networks,Dr. sobit,4,2,1,5,3
3080,CSE3029 ,Game Programming,Dr. lakshaya,1,5,0,4,4
3081,CSE2012,Design and analysis of algorithms,Dr. suhail,4,4,2,3,3
3082,CSE4015 ,Human Computer Interaction,Dr. partik,4,1,0,5,2
3083,ECE3502,IoT Domain Analyst,Dr. daman,4,5,5,2,5
3084,CSE3020 ,Data Visualization,Dr. buhan,2,5,3,5,2
3085,CSE4004 ,Digital Forensics,Dr. kumari,3,2,0,2,2
3086,CSE2012,Design and analysis of algorithms,Dr. bijali,5,2,2,2,3
3087,CSE2023,Robotic Process Automation,Dr. shakina,3,1,0,5,4
3088,CSE4003 ,Cyber Security,Dr. koshlya,3,3,0,1,3
3089,CSE4001 ,Parallel and Distributed Computing,Dr. twinkle,5,4,3,2,4
3090,CSE2011 ,Data Structures and Algorithms,Dr. noora,4,5,5,4,5
3091,CSE3506,Essentials of Data Analytics,Dr. bundhu,5,2,3,1,4
3092,CSE4022 ,Natural Language Processing,Dr. mahjabi,3,2,1,3,3
3093,CSE1007 ,Java Programming,Dr. jorj,3,2,1,3,2
3094,CSE3006 ,Embedded System Design,Dr. hariom,1,5,1,4,2
3095,CSE3025 ,Large Scale Data Processing,Dr. zarina,5,5,2,5,4
3096,CSE3018 ,Content Based Image and Video Retrieval,Dr. janaki,3,1,3,1,3
3097,CSE2006 ,Microprocessor and Interfacing,Dr. veermati,2,4,1,1,4
3098,CSE3002 ,Internet and Web Programming,Dr. shahiba,2,5,1,2,5
3099,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. bholi,4,1,2,3,2
3100,CSE3009 ,Internet of Things,Dr. yesh,5,4,2,4,5
3101,CSE2013,Theory of Computation,Dr. jasvant,4,1,1,2,2
3102,CSE3021 ,Social and Information Networks,Dr. sabbu,4,4,3,2,4
3103,CSE2011 ,Data Structures and Algorithms,Dr. brahmanand,3,1,4,3,5
3104,CSE4022 ,Natural Language Processing,Dr. ravindar,2,1,2,5,3
3105,CSE3501,Information Security Analysis and Audit,Dr. naved,2,5,0,5,3
3106,ECE3502,IoT Domain Analyst,Dr. menu,1,2,0,4,2
3107,CSE3502,Information Security Management,Dr. chanpa,1,1,1,3,3
3108,CSE3011 ,Robotics and its Applications,Dr. alim,4,4,2,1,2
3109,CSE4001 ,Parallel and Distributed Computing,Dr. fauina,3,5,0,3,4
3110,CSE2013,Theory of Computation,Dr. rajbiri,1,5,2,2,5
3111,EEE1001,Basic Electrical and Electronics Engineering,Dr. pavnesh,3,2,1,4,2
3112,CSE3001 ,Software Engineering,Dr. sehjamal,3,4,2,1,3
3113,CSE3013 ,Artificial Intelligence,Dr. hyatun,3,3,2,1,2
3114,CSE4015 ,Human Computer Interaction,Dr. midda,4,2,2,5,2
3115,CSE3029 ,Game Programming,Dr. anubhav,3,1,4,5,3
3116,CSE3013 ,Artificial Intelligence,Dr. nanki,5,2,1,4,4
3117,EEE1001,Basic Electrical and Electronics Engineering,Dr. moshin,4,2,2,2,4
3118,CSE4019 ,Image Processing,Dr. harmani,2,5,1,3,2
3119,CSE3021 ,Social and Information Networks,Dr. ramsewak,3,4,1,1,4
3120,ECE3502,IoT Domain Analyst,Dr. nazrana,5,5,1,2,4
3121,CSE2012,Design and analysis of algorithms,Dr. shib,5,3,3,2,5
3122,CSE4011 ,Virtualization,Dr. narbahadur,3,5,1,2,4
3123,MAT2002,Applications of Differential and Difference Equations,Dr. ramwati,1,2,0,2,2
3124,CSE4004 ,Digital Forensics,Dr. sunayna,5,2,0,3,5
3125,CSE1007 ,Java Programming,Dr. banju,1,3,3,1,3
3126,CSE3505,Foundations of Data Analytics,Dr. mangeshwar,5,3,1,5,2
3127,CSE4003 ,Cyber Security,Dr. baga,5,3,2,1,2
3128,CSE2023,Robotic Process Automation,Dr. ankita,1,3,2,3,5
3129,CSE3505,Foundations of Data Analytics,Dr. foola,2,3,0,2,5
3130,CSE3502,Information Security Management,Dr. azmira,2,4,3,3,2
3131,CSE3020 ,Data Visualization,Dr. vikaram,4,5,0,5,5
3132,CSE4020 ,Machine Learning,Dr. avfesh,2,2,1,2,3
3133,CSE2001 ,Computer Architecture and Organization,Dr. aanya,1,5,0,2,4
3134,CSE2006 ,Microprocessor and Interfacing,Dr. munia,1,4,5,4,4
3135,CSE3001 ,Software Engineering,Dr. gahnshyam,5,5,0,4,2
3136,CSE1003 ,Digital Logic and Design,Dr. samya,1,1,2,5,2
3137,CSE4020 ,Machine Learning,Dr. sukhveer,3,1,0,3,3
3138,CSE3029 ,Game Programming,Dr. juneb,3,1,0,3,5
3139,CSE3501,Information Security Analysis and Audit,Dr. uzma,2,1,2,2,3
3140,CSE3006 ,Embedded System Design,Dr. sheikhsai,4,2,1,3,2
3141,CSE4004 ,Digital Forensics,Dr. ritunjay,2,4,0,3,4
3142,CSE3029 ,Game Programming,Dr. kachri,4,2,1,2,3
3143,CSE3501,Information Security Analysis and Audit,Dr. mahaveer,3,4,2,2,2
3144,ECE3501,IoT Fundamentals,Dr. fakrrudeen,4,5,1,1,2
3145,MAT2002,Applications of Differential and Difference Equations,Dr. aadil,2,4,1,2,2
3146,CSE4019 ,Image Processing,Dr. dilkush,1,3,1,4,4
3147,CSE3029 ,Game Programming,Dr. salomi,2,1,2,4,4
3148,CSE4003 ,Cyber Security,Dr. rukhsar,5,4,0,1,3
3149,CSE3002 ,Internet and Web Programming,Dr. shivaji,1,1,4,1,5
3150,CSE2005 ,Operating Systems,Dr. rajinder,3,4,2,3,3
3151,CSE3020 ,Data Visualization,Dr. ridhima,5,2,1,2,4
3152,CSE4004 ,Digital Forensics,Dr. sngeeta,2,4,2,1,2
3153,CSE4001 ,Parallel and Distributed Computing,Dr. chanpa,1,3,2,2,5
3154,CSE3001 ,Software Engineering,Dr. preet,2,5,1,4,2
3155,CSE3020 ,Data Visualization,Dr. tool,4,2,1,2,4
3156,CSE3002 ,Internet and Web Programming,Dr. swetha,4,4,0,4,5
3157,CSE3013 ,Artificial Intelligence,Dr. sukanya,3,3,3,4,4
3158,CSE2012,Design and analysis of algorithms,Dr. sadab,1,2,2,3,2
3159,CSE3009 ,Internet of Things,Dr. budh,5,2,3,2,5
3160,CSE3506,Essentials of Data Analytics,Dr. ramgopal,1,1,2,1,4
3161,CSE3006 ,Embedded System Design,Dr. naviya,2,1,2,4,2
3162,CSE4020 ,Machine Learning,Dr. lambhu,1,2,0,5,3
3163,CSE3502,Information Security Management,Dr. parmo,2,5,3,1,4
3164,CSE2004 ,Database Management Systems,Dr. sehnawaj,5,3,3,1,3
3165,CSE2001 ,Computer Architecture and Organization,Dr. indal,2,4,1,3,2
3166,CSE3024 ,Web Mining,Dr. batul,2,4,2,2,3
3167,CSE2004 ,Database Management Systems,Dr. divaie,5,4,4,5,5
3168,MAT3004 ,Applied Linear Algebra,Dr. surgayani,5,3,5,5,5
3169,CSE3006 ,Embedded System Design,Dr. dhananjay,1,2,4,2,4
3170,CSE2011 ,Data Structures and Algorithms,Dr. kabul,4,5,2,1,4
3171,CSE3013 ,Artificial Intelligence,Dr. chtar,1,5,1,4,4
3172,CSE2006 ,Microprocessor and Interfacing,Dr. dimpy,5,4,2,5,2
3173,CSE3024 ,Web Mining,Dr. kehkasha,4,5,2,5,2
3174,CSE4003 ,Cyber Security,Dr. shahir,5,4,2,2,4
3175,CSE3001 ,Software Engineering,Dr. tool,1,2,1,5,2
3176,MAT1014,Discrete Mathematics and Graph Theory,Dr. ramdhani,5,3,2,4,4
3177,ECE3502,IoT Domain Analyst,Dr. mehwish,4,2,2,4,3
3178,CSE4022 ,Natural Language Processing,Dr. deva,3,1,1,5,4
3179,CSE2005 ,Operating Systems,Dr. sariq,3,1,0,3,3
3180,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. gangaram,1,5,1,2,2
3181,CSE3506,Essentials of Data Analytics,Dr. sanjna,3,2,1,1,2
3182,CSE4014 ,High Performance Computing,Dr. jotyi,1,4,1,5,5
3183,CSE4004 ,Digital Forensics,Dr. shabanm,2,5,0,1,2
3184,CSE2013,Theory of Computation,Dr. amritpal,3,3,1,4,2
3185,CSE2005 ,Operating Systems,Dr. mausam,5,1,2,2,2
3186,CSE3505,Foundations of Data Analytics,Dr. ramwati,2,5,1,2,3
3187,CSE3021 ,Social and Information Networks,Dr. parash,3,2,5,1,5
3188,ECE3501,IoT Fundamentals,Dr. phulbi,3,4,2,5,5
3189,CSE2001 ,Computer Architecture and Organization,Dr. gantantra,2,3,1,1,3
3190,EEE1001,Basic Electrical and Electronics Engineering,Dr. avinash,2,4,1,5,3
3191,CSE2023,Robotic Process Automation,Dr. lad,4,1,0,1,2
3192,CSE4015 ,Human Computer Interaction,Dr. parsi,3,2,3,4,2
3193,CSE3025 ,Large Scale Data Processing,Dr. sukhpal,2,5,1,5,5
3194,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. parash,5,2,2,5,2
3195,CSE3024 ,Web Mining,Dr. akkni,1,3,0,2,3
3196,CSE3502,Information Security Management,Dr. sarojani,2,4,2,2,5
3197,MAT3004 ,Applied Linear Algebra,Dr. asi,1,2,1,1,4
3198,CSE3506,Essentials of Data Analytics,Dr. pavitra,3,3,2,1,5
3199,CSE2023,Robotic Process Automation,Dr. bahart,2,1,3,1,5
3200,CSE4019 ,Image Processing,Dr. daks,5,5,3,5,5
3201,CSE3506,Essentials of Data Analytics,Dr. champa,1,2,1,4,4
3202,CSE4003 ,Cyber Security,Dr. arjina,3,5,2,4,2
3203,CSE3020 ,Data Visualization,Dr. samoti,2,3,3,5,5
3204,CSE2005 ,Operating Systems,Dr. shibu,1,2,1,2,4
3205,MAT3004 ,Applied Linear Algebra,Dr. najara,5,1,2,2,5
3206,CSE4014 ,High Performance Computing,Dr. bunty,4,2,1,5,2
3207,MAT3004 ,Applied Linear Algebra,Dr. faraha,5,5,2,3,4
3208,CSE4001 ,Parallel and Distributed Computing,Dr. kirshna,4,4,0,5,2
3209,CSE1004 ,Network and Communication,Dr. purnmal,5,4,2,4,3
3210,CSE3029 ,Game Programming,Dr. sanni,5,3,4,4,4
3211,CSE4019 ,Image Processing,Dr. afridi,3,4,1,3,2
3212,CSE3002 ,Internet and Web Programming,Dr. pooga,2,3,1,3,2
3213,EEE1001,Basic Electrical and Electronics Engineering,Dr. kingkar,2,2,3,1,5
3214,CSE4004 ,Digital Forensics,Dr. padama,1,4,3,2,5
3215,CSE3013 ,Artificial Intelligence,Dr. pannu,5,3,3,3,4
3216,MAT2002,Applications of Differential and Difference Equations,Dr. reekha,3,1,2,5,3
3217,ECE3502,IoT Domain Analyst,Dr. nazahat,5,3,5,2,5
3218,CSE3002 ,Internet and Web Programming,Dr. vikarm,1,4,0,2,4
3219,CSE2004 ,Database Management Systems,Dr. seeva,3,5,0,5,2
3220,CSE2023,Robotic Process Automation,Dr. gjender,4,1,1,4,5
3221,CSE3024 ,Web Mining,Dr. rameshwer,4,3,2,4,3
3222,CSE3018 ,Content Based Image and Video Retrieval,Dr. w/o,3,3,1,1,4
3223,CSE3002 ,Internet and Web Programming,Dr. prabhjot,5,3,2,1,5
3224,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. farhanaz,5,5,4,4,5
3225,CSE3013 ,Artificial Intelligence,Dr. shoab,2,2,0,5,2
3226,ECE3502,IoT Domain Analyst,Dr. veejita,2,1,3,3,2
3227,CSE3506,Essentials of Data Analytics,Dr. bholaram,4,3,3,2,5
3228,CSE4019 ,Image Processing,Dr. gurpreet,4,5,1,5,5
3229,CSE3029 ,Game Programming,Dr. kachri,3,3,4,1,5
3230,CSE4001 ,Parallel and Distributed Computing,Dr. dhawal,4,4,1,2,5
3231,CSE1007 ,Java Programming,Dr. kunti,3,3,3,3,4
3232,CSE2005 ,Operating Systems,Dr. maahi,4,2,2,5,4
3233,CSE4015 ,Human Computer Interaction,Dr. narendera,2,4,2,4,2
3234,CSE3013 ,Artificial Intelligence,Dr. suhana,3,3,0,4,2
3235,CSE2006 ,Microprocessor and Interfacing,Dr. anshiya,1,5,1,5,2
3236,CSE4003 ,Cyber Security,Dr. guldasta,2,2,1,4,2
3237,CSE1007 ,Java Programming,Dr. sauhal,1,3,2,5,4
3238,CSE2012,Design and analysis of algorithms,Dr. afsari,1,4,4,2,5
3239,CSE4014 ,High Performance Computing,Dr. gurmel,1,3,1,1,4
3240,CSE3029 ,Game Programming,Dr. farhin,4,4,2,4,3
3241,CSE3006 ,Embedded System Design,Dr. islamudin,3,3,1,5,2
3242,CSE2006 ,Microprocessor and Interfacing,Dr. sinder,3,1,1,4,2
3243,CSE3021 ,Social and Information Networks,Dr. shoaib,5,1,1,1,2
3244,CSE3021 ,Social and Information Networks,Dr. monam,2,2,2,3,3
3245,CSE4011 ,Virtualization,Dr. sawtri,5,5,1,1,5
3246,CSE3025 ,Large Scale Data Processing,Dr. khusaboo,3,1,1,5,3
3247,CSE3001 ,Software Engineering,Dr. afarin,3,1,3,2,5
3248,CSE3025 ,Large Scale Data Processing,Dr. junl,1,4,2,3,3
3249,CSE1004 ,Network and Communication,Dr. bidhya,3,3,3,2,3
3250,CSE4003 ,Cyber Security,Dr. vishvanath,1,5,1,4,3
3251,CSE4011 ,Virtualization,Dr. saranthem,2,5,2,1,3
3252,CSE2014,Compiler Design,Dr. ahmad,1,4,2,2,2
3253,CSE4020 ,Machine Learning,Dr. radhadalal,4,1,0,5,5
3254,CSE4001 ,Parallel and Distributed Computing,Dr. susant,1,5,2,5,4
3255,CSE2013,Theory of Computation,Dr. laxita,5,4,2,3,3
3256,ECE3501,IoT Fundamentals,Dr. tofik,3,1,1,2,4
3257,CSE4020 ,Machine Learning,Dr. bheema,1,1,2,4,2
3258,CSE3501,Information Security Analysis and Audit,Dr. ashshwer,5,1,2,5,2
3259,CSE3505,Foundations of Data Analytics,Dr. avinas,3,2,1,4,3
3260,CSE3502,Information Security Management,Dr. bishun,1,2,2,2,4
3261,ECE3501,IoT Fundamentals,Dr. trilock,5,5,2,2,3
3262,CSE3013 ,Artificial Intelligence,Dr. somdevi,1,4,0,1,2
3263,CSE2004 ,Database Management Systems,Dr. bahadur,5,2,3,3,4
3264,CSE2001 ,Computer Architecture and Organization,Dr. mehboob,5,3,2,5,2
3265,CSE3021 ,Social and Information Networks,Dr. shilly,2,4,2,5,2
3266,CSE3502,Information Security Management,Dr. katwa,4,5,2,5,5
3267,CSE2014,Compiler Design,Dr. sahar,1,3,2,5,3
3268,CSE4011 ,Virtualization,Dr. shidharth,2,1,2,5,3
3269,ECE3501,IoT Fundamentals,Dr. shisupal,3,2,2,1,3
3270,CSE3013 ,Artificial Intelligence,Dr. babloo,4,4,1,3,4
3271,CSE3506,Essentials of Data Analytics,Dr. jalwad,3,1,3,2,3
3272,CSE4022 ,Natural Language Processing,Dr. yuvraj,4,4,2,2,2
3273,MAT3004 ,Applied Linear Algebra,Dr. gangadhar,2,2,3,5,4
3274,CSE1004 ,Network and Communication,Dr. parerna,5,3,0,4,3
3275,ECE3502,IoT Domain Analyst,Dr. harshita,2,1,0,3,3
3276,CSE4011 ,Virtualization,Dr. lajja,1,3,1,1,4
3277,MAT3004 ,Applied Linear Algebra,Dr. jashgul,1,2,1,1,3
3278,CSE2005 ,Operating Systems,Dr. ashra,4,4,3,1,3
3279,CSE1007 ,Java Programming,Dr. goverdhan,5,2,4,2,5
3280,CSE2004 ,Database Management Systems,Dr. archna,4,1,1,3,4
3281,CSE3002 ,Internet and Web Programming,Dr. nizam,4,5,1,5,3
3282,CSE4014 ,High Performance Computing,Dr. chandabai,4,2,2,5,3
3283,CSE3001 ,Software Engineering,Dr. ashman,2,5,3,1,5
3284,CSE3502,Information Security Management,Dr. jayda,3,3,0,3,3
3285,CSE2014,Compiler Design,Dr. haider,1,1,2,4,4
3286,CSE2006 ,Microprocessor and Interfacing,Dr. jitesh,4,3,1,5,3
3287,CSE3018 ,Content Based Image and Video Retrieval,Dr. milka,4,3,1,5,2
3288,CSE3024 ,Web Mining,Dr. bhagirath,3,5,3,1,2
3289,CSE3002 ,Internet and Web Programming,Dr. aamina,4,1,1,5,3
3290,CSE4004 ,Digital Forensics,Dr. habib,1,3,4,2,5
3291,CSE3024 ,Web Mining,Dr. shashid,1,2,4,4,4
3292,CSE3501,Information Security Analysis and Audit,Dr. parsi,1,4,3,5,2
3293,CSE3024 ,Web Mining,Dr. shymo,4,3,1,4,4
3294,CSE3013 ,Artificial Intelligence,Dr. shahzadi,2,1,2,4,4
3295,CSE3021 ,Social and Information Networks,Dr. rabina,4,3,1,3,3
3296,MAT1014,Discrete Mathematics and Graph Theory,Dr. shekhar,4,1,2,4,4
3297,CSE3505,Foundations of Data Analytics,Dr. abhijeet,1,2,2,2,4
3298,CSE3502,Information Security Management,Dr. chandrika,3,5,2,1,3
3299,MAT2002,Applications of Differential and Difference Equations,Dr. asfaq,4,4,3,1,3
3300,CSE3020 ,Data Visualization,Dr. pallavi,2,2,1,3,4
3301,MAT3004 ,Applied Linear Algebra,Dr. virwanti,5,1,2,4,2
3302,CSE3029 ,Game Programming,Dr. virnit,2,2,1,1,4
3303,MAT3004 ,Applied Linear Algebra,Dr. badrealam,3,3,1,2,2
3304,CSE3024 ,Web Mining,Dr. aakas,2,5,3,3,2
3305,CSE3006 ,Embedded System Design,Dr. khush,3,4,2,3,2
3306,CSE4020 ,Machine Learning,Dr. lovly,4,1,0,5,5
3307,MAT3004 ,Applied Linear Algebra,Dr. sawatri,2,2,4,3,5
3308,CSE2006 ,Microprocessor and Interfacing,Dr. sobha,5,5,1,2,5
3309,MAT1014,Discrete Mathematics and Graph Theory,Dr. omwati,3,5,1,5,3
3310,CSE3001 ,Software Engineering,Dr. mudrika,1,1,1,3,4
3311,CSE2001 ,Computer Architecture and Organization,Dr. vidhavati,1,4,1,5,4
3312,CSE4019 ,Image Processing,Dr. chet,5,1,3,5,4
3313,CSE2006 ,Microprocessor and Interfacing,Dr. navin,1,1,4,3,4
3314,CSE3006 ,Embedded System Design,Dr. nipun,1,3,2,5,3
3315,ECE3501,IoT Fundamentals,Dr. nisha,5,5,3,4,4
3316,CSE2004 ,Database Management Systems,Dr. paro,3,1,3,4,4
3317,CSE2013,Theory of Computation,Dr. paras,5,3,0,5,4
3318,MAT1014,Discrete Mathematics and Graph Theory,Dr. jit,4,5,1,4,2
3319,CSE3001 ,Software Engineering,Dr. laxmikant,3,3,2,5,5
3320,CSE3506,Essentials of Data Analytics,Dr. kulsum,4,1,0,5,4
3321,CSE2023,Robotic Process Automation,Dr. suchita,2,1,2,3,3
3322,CSE4011 ,Virtualization,Dr. sanchit,5,1,2,5,2
3323,CSE3029 ,Game Programming,Dr. sangeeta,2,1,0,5,2
3324,CSE1007 ,Java Programming,Dr. rupali,1,5,2,3,3
3325,MAT2002,Applications of Differential and Difference Equations,Dr. kamaljeet,5,3,2,4,4
3326,CSE4019 ,Image Processing,Dr. pramjot,4,3,3,4,5
3327,CSE2004 ,Database Management Systems,Dr. tasmina,3,5,3,3,4
3328,CSE3009 ,Internet of Things,Dr. mum,3,5,3,2,4
3329,CSE3506,Essentials of Data Analytics,Dr. joshna,1,2,1,1,4
3330,CSE4015 ,Human Computer Interaction,Dr. juhi,2,3,1,4,4
3331,CSE2001 ,Computer Architecture and Organization,Dr. koyali,1,3,1,5,2
3332,CSE2014,Compiler Design,Dr. rachnu,4,1,4,1,4
3333,CSE3021 ,Social and Information Networks,Dr. tikku,4,2,2,3,5
3334,ECE3501,IoT Fundamentals,Dr. sanwar,2,1,1,1,2
3335,CSE3002 ,Internet and Web Programming,Dr. furkan,3,1,2,1,3
3336,EEE1001,Basic Electrical and Electronics Engineering,Dr. matul,4,3,0,2,2
3337,CSE4003 ,Cyber Security,Dr. subhan,4,5,2,3,4
3338,CSE3025 ,Large Scale Data Processing,Dr. yash,2,3,1,1,5
3339,CSE3024 ,Web Mining,Dr. rohtash,4,1,2,2,4
3340,CSE1004 ,Network and Communication,Dr. rachna,2,3,2,4,3
3341,CSE3024 ,Web Mining,Dr. snehlata,2,3,1,5,2
3342,CSE4003 ,Cyber Security,Dr. foolmaya,5,4,0,4,4
3343,CSE4015 ,Human Computer Interaction,Dr. sahwaj,5,5,3,5,4
3344,CSE2004 ,Database Management Systems,Dr. pappy,3,2,2,4,5
3345,CSE3018 ,Content Based Image and Video Retrieval,Dr. upendra,4,5,4,5,5
